skillId;Название;Заведующий;headId;Мин. возраст;Макс. возраст;Доступность для записи;Максимальная длительность;Установщик;Видео презентация;ОС;Планшет;Пинок по АЗ;Формат;Описание направления;Страница на Tilda;Ссылка для ЛК с Tilda;Шаблон;Внутренняя заметка;Коэффициент;ИГФ;ИФ;ГФ;Языковое направление;Без оплаты тренеру;Отображение пожелания родителя;Обязательное пожелание родителя;Группа;visibility;requiredSkillId;languages;visibleLanguages;downloadLink
RDquLoNmZyWrrHpAc;Испанский язык 30;Шамсутдинова Шахзода;ZaQjrkEcyZc6GxcNQ;5;7;invisibly;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;"Индивидуальный, Групповой";"Курс рекомендован как для начинающих, так и для тех, кто хочет повысить уровень испанского языка. 
С первого урока практикуем говорение, чтение и изучаем грамматику на уроках длительностью 30 минут.";https://itgen.io/kursy-inostrannyh-yazykov-dlya-detey/ispanskiy-yazyk;https://itgen.io/spanish_ski;;"[#испанский\_язык](https://itgenio.slack.com/archives/C03G6615BLK)

Чему научим?

Погружение в мир испанской культуры, обучение базовым навыкам общения и понимания испанского языка.

Особенности в обучении?

Учебный план разработан с учетом возрастных особенностей детей, предлагает игровые и интерактивные методы обучения с применением занимательных материалов и увлекательных заданий.

Что на пробном уроке?

На первом уроке дети знакомятся с основами испанского языка через игры, рисование, песни и простые фразы.

Результат в конце курса?

В конце курса дети смогут понимать базовые фразы, выражения и общаться на простом уровне на испанском языке.

Вау-эффект?

Дети получат возможность увлекательно освоить новый язык, погрузиться в культуру и разнообразие испанскоговорящих стран. Это может стать источником вдохновения и интереса к изучению новых культур и языков.";0.7;0.7;0.7;0.7;Нет;;;;Дошкольные программы;invisibly;;ru;;
ZREsyDLiQEPLTH6i7;Испанский язык с носителем;Шамсутдинова Шахзода;ZaQjrkEcyZc6GxcNQ;8;;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;"Индивидуальный, Групповой";"Курс рекомендован тем, кто хочет повысить уровень испанского языка. Практикуем говорение, чтение и изучаем грамматику с носителем языка";https://itgen.io/kursy-inostrannyh-yazykov-dlya-detey/ispanskiy-yazyk;https://itgen.io/spanish_ski_gena;;"по всем вопросам писать в #испанский\_язык Направление для желающих прокачать свой уровень языка и научиться свободно выражать свои мысли, наслаждаться просмотром фильмов на испанском  языке. На занятиях много разговариваем, изучаем новую лексику, тренируемся воспринимать устную речь на слух. Мы предлагаем индивидуальный формат занятий и максимальное количество внимания от преподавателя. Обучающиеся занимаются с носителями языка, что помогает им максимально быстро и плавно влиться в языковую среду. Тренеры: Гуамушиг Луис и Луис Мальпика Джейсонт";1;1;1;1;Нет;;Да;;Иностранные языки;visible;;"ru, es, en";"ru, es, en";
GSZwx4aToqdSHqedB;История;Конколь Виктор;zz48C6uyEmDHZMiue;9;;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";"Android, iPad";;"Индивидуальный, Групповой";"Курс для любознательных, для тех, кто хочет заполнить пробелы в знаниях по истории и развить аналитическое мышление, научиться работать с источниками и проверять достоверность информации. Соответствует школьному курсу Всемирной истории.";https://itgen.io/shkolnye-predmety/istoriya;https://itgen.io/history_in_itgenio_gena;;"[Чат направления](https://itgenio.slack.com/archives/C02RR5A81M2)

. [](https://itgenio.slack.com/archives/C02RR5A81M2) 

**УТП:**

1\. Придет к цели: подготовится к экзаменам, олимпиадам, узнает больше, чем в школе, или исправит оценки

2\. Найдет учителя, который покажет историю живой и увлекательной, вовлечет ребенка и разовьет его интерес и умение анализировать

3\. Восполнит пробелы в знаниях и одновременно разберет с учителем текущие темы.

4\. Выстроит картину последовательности и взиамосвязи исторических событий, научится ориентироваться в датах

5\. Покажет результат: хорошие оценки в дневнике и уверенность в своих знаниях на уроках

6\. Будет гораздо эрудированнее сверстников, научится критически мыслить

7\. Улучшит оценки. За 1,5 - 2 месяца наши ученики становятся хорошистами и отличниками

..

**Чему научим?**

Познакомим с основными этапами развития человеческого общества с древности до

наших дней в социальной, экономической, политической, духовной и нравственной сферах

.

**Особенности в обучении?**

Программа обучения представляет интересные истории, игры, важные даты и факты, интерактивные рассказы о различных периодах и культурах.

.

**Что на пробном уроке?**

Пробное занятие знакомит детей с ключевыми историческими событиями, значимыми личностями и возможностями исторического путешествия. Корректируем цели и задачи курса, исходя из индивидуальных запросов ученика и родителей.

.

**Результат в конце курса?**

Ученики приобретут понимание о ключевых эпохах, культурах и важных моментах в различных периодах истории человечества.

.

**Вау-эффект?**

Глубокое знание истории создает удивительный путь в прошлое, расширяет понимание событий, личностей и различных периодов истории, что способствует формированию широкого образования и пониманию развития человечества.

.

Можно записывать  в ИФ по согласованию с тренерами в чате #история. [Примерная программа](https://docs.google.com/document/d/1RsQGcSLcLlaecz4BUaZpVgm1llSbkKid/edit?usp=sharing&ouid=108393900913420673398&rtpof=true&sd=true) около 70 часов на изучение курса.";1;1;1;1;Нет;;Да;;Школьные предметы;visible;;"ru, en, es";ru;
SiRtL4hRS7Moh6Rsn;Китайский язык;Хорошун Ирина;P44j6G3yMg7DZPXA2;8;;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";;;"Индивидуальный, Групповой";"Курс рекомендован для начинающих. С первого урока изучаем на основе латинских букв китайский язык, учим иероглифы, чтение и изучаем грамматику. (Уровень от А0 до В2)";https://itgen.io/kursy-inostrannyh-yazykov-dlya-detey/kitayskiy-yazyk;https://itgen.io/chinese_gena;;"[#中文-китайский\_язык](https://itgenio.slack.com/archives/C03JRTH6YT1)

.

*
*

**🇨🇳 Китайский язык: Код будущего и магия иероглифов**

(Ключевые слова для поиска: китайский, кит, chinese)

Изучение китайского — это суперсила для мозга. Это единственный язык в мире, который задействует оба полушария сразу: левое отвечает за логику построения фраз, а правое — за распознавание иероглифов как картинок. Мы превращаем сложную восточную лингвистику в увлекательный квест, где ребёнок учится видеть логику в знаках и слышать музыку в тонах.

**Почему китайский актуален именно сейчас**

*   Инвестиция в будущее. Китай — мировой лидер в технологиях и бизнесе. Знание языка открывает двери в крупнейшие компании и лучшие университеты мира.
*   Мощный апгрейд памяти. Иероглифы развивают ассоциативное мышление и зрительную память. После китайского любой другой школьный предмет даётся в разы легче.
*   Развитие музыкального слуха. Китайский — тоновый язык. Чтобы тебя поняли, нужно точно попадать в «ноты». Это тренирует слух и дикцию.
*   Уникальный культурный код. Это возможность понимать культуру, которой более 5000 лет, и смотреть на мир под совершенно другим углом.

**🎓 Чему научим:**

*   Системе Пиньинь: основам произношения и чтению на латинице.
*   Искусству иероглифики: понимать, из каких элементов (радикалов) состоят знаки, и как их правильно писать.
*   Живому общению: поддерживать диалоги на базовые темы (знакомство, цифры, покупки, хобби).
*   Восприятию на слух: различать тоны и понимать речь носителей.
*   Культуре и этикету: как вести себя в Китае и понимать традиции этой страны.

**🧪 Что на пробном уроке?**

*   Мы отправляемся в мини-путешествие, чтобы ребёнок сразу почувствовал вкус языка:
*   Магия тонов: узнаем, как одно и то же слово может менять значение в зависимости от интонации.
*   Первые иероглифы: ребёнок сам напишет свои первые знаки и поймёт логику их построения.
*   Игра в «Рынок»: учим цифры и разыгрываем ситуацию в магазине — учимся разбираться с ценниками, как будто мы уже в Пекине.
*   Диагностика: если у ребёнка уже есть опыт, тренер проведёт тест и подберёт программу под его уровень.

**🎯 Что получит ребёнок:**

*   Развитую логику и воображение: работа с иероглифами — это как решение головоломок каждый день.
*   Навык концентрации: написание иероглифов требует фокуса, что дисциплинирует ученика.
*   Широкий кругозор: понимание того, как живут люди на другом конце света.

**🚀 Дальнейшие шаги:**

Китайский язык отлично дополняет другие направления Айтигенио:

*   Корейский язык: если ребёнок полюбил восточную культуру, корейский станет логичным и более простым следующим шагом.
*   Мягкие навыки (Soft Skills
*   Финансовая грамотность (Teens)
*   Программирование (Python / Web)

**📦 Важная информация для админов:**

Преподаватели:

*   На английском: Ирина Хорошун, Станислав Коновальчик, Анастасия Куренева, Анастасия Макатун.
*   На немецком: Анжелика Коваленя.

**Дополнительно**

*   Оборудование: можно заниматься на планшете (но лучше предупредить тренера заранее).
*   

*   Опыт: обязательно уточняйте, учил ли ребёнок китайский ранее. С опытом записываем по согласованию.

Учеников с опытом записывать только по согласованию с Хорошун Ирой.

Позже смогут еще  Oppong и Кость";1;1;1.2;1;Нет;;Да;;Иностранные языки;visible;;"ru, en, es";"ru, en, es";
ptnqyBd46Lfha7GZa;Китайский язык 30;Хорошун Ирина;P44j6G3yMg7DZPXA2;7;;onlyAdmin;0.5;;;"Windows, MacOS, Linux, ChromeOS";;;Индивидуальный;"Курс рекомендован для начинающих. С первого урока изучаем на основе латинских букв китайский язык, учим иероглифы, чтение и изучаем грамматику. (Уровень от А0 до В2)";https://itgen.io/kursy-inostrannyh-yazykov-dlya-detey/kitayskiy-yazyk;https://itgen.io/chinese_gena;;"#中文-китайский\_язык

.

🇨🇳 Китайский язык: Код будущего и магия иероглифов

(Ключевые слова для поиска: китайский, кит, chinese)

Изучение китайского — это суперсила для мозга. Это единственный язык в мире, который задействует оба полушария сразу: левое отвечает за логику построения фраз, а правое — за распознавание иероглифов как картинок. Мы превращаем сложную восточную лингвистику в увлекательный квест, где ребёнок учится видеть логику в знаках и слышать музыку в тонах.

Почему китайский актуален именно сейчас

Инвестиция в будущее. Китай — мировой лидер в технологиях и бизнесе. Знание языка открывает двери в крупнейшие компании и лучшие университеты мира.

Мощный апгрейд памяти. Иероглифы развивают ассоциативное мышление и зрительную память. После китайского любой другой школьный предмет даётся в разы легче.

Развитие музыкального слуха. Китайский — тоновый язык. Чтобы тебя поняли, нужно точно попадать в «ноты». Это тренирует слух и дикцию.

Уникальный культурный код. Это возможность понимать культуру, которой более 5000 лет, и смотреть на мир под совершенно другим углом.

🎓 Чему научим:

Системе Пиньинь: основам произношения и чтению на латинице.

Искусству иероглифики: понимать, из каких элементов (радикалов) состоят знаки, и как их правильно писать.

Живому общению: поддерживать диалоги на базовые темы (знакомство, цифры, покупки, хобби).

Восприятию на слух: различать тоны и понимать речь носителей.

Культуре и этикету: как вести себя в Китае и понимать традиции этой страны.

🧪 Что на пробном уроке?

Мы отправляемся в мини-путешествие, чтобы ребёнок сразу почувствовал вкус языка:

Магия тонов: узнаем, как одно и то же слово может менять значение в зависимости от интонации.

Первые иероглифы: ребёнок сам напишет свои первые знаки и поймёт логику их построения.

Игра в «Рынок»: учим цифры и разыгрываем ситуацию в магазине — учимся разбираться с ценниками, как будто мы уже в Пекине.

Диагностика: если у ребёнка уже есть опыт, тренер проведёт тест и подберёт программу под его уровень.

🎯 Что получит ребёнок:

Развитую логику и воображение: работа с иероглифами — это как решение головоломок каждый день.

Навык концентрации: написание иероглифов требует фокуса, что дисциплинирует ученика.

Широкий кругозор: понимание того, как живут люди на другом конце света.

🚀 Дальнейшие шаги:

Китайский язык отлично дополняет другие направления Айтигенио:

Корейский язык: если ребёнок полюбил восточную культуру, корейский станет логичным и более простым следующим шагом.

Мягкие навыки (Soft Skills

Финансовая грамотность (Teens)

Программирование (Python / Web)

📦 Важная информация для админов:

Преподаватели:

На английском: Ирина Хорошун, Станислав Коновальчик, Анастасия Куренева, Анастасия Макатун.

На немецком: Анжелика Коваленя.

Дополнительно

Оборудование: можно заниматься на планшете (но лучше предупредить тренера заранее).

Опыт: обязательно уточняйте, учил ли ребёнок китайский ранее. С опытом записываем по согласованию.

Учеников с опытом записывать только по согласованию с Хорошун Ирой.

Позже смогут еще Oppong и Кость";0.7;0.7;0.7;0.7;Нет;;;;Иностранные языки;onlyAdmin;;ru;ru;
QMkJik6CGjjK6ekzj;Книжный клуб для подростков;Скрипченко Татьяна;rKRmC3jG2mjbuarwB;11;13;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Покажем ребёнку, что чтение может быть увлекательным, интересным. Научим обсуждать прочитанное и делиться впечатлениями!";https://itgen.io/knizhnyj-klub;https://itgen.io/knizhnyj-klub;;"[#книжный-клуб](https://itgenio.slack.com/archives/C08AL21Q4QG)

МОЖНО ЗАПИСЫВАТЬ ПРОБНИКОВ 11-13 ЛЕТ

.

[Важная информация про группы.](https://www.notion.so/33db7209aaff40f887b9413fc57a0886?source=copy_link)

.

Чему научим?

.

Покажем ребёнку, что чтение — это увлекательно! Научим обсуждать книги, делиться впечатлениями и выражать мысли. Ребёнок разовьёт воображение, критическое мышление и научится видеть глубину в литературе.

.

Особенности в обучении?

.

Развитие любви к чтению — помогаем детям погрузиться в мир книг, показать, что это не скучно, а захватывающе.

.

Обсуждения и рефлексия — каждые 5-10 минут тренер задаёт вопросы и даёт творческие задания, помогая детям глубже осмыслить текст.

.

Мини-группы по возрасту — дети читают и общаются со сверстниками, что создаёт комфортную атмосферу и вовлечённость.

.

Без домашних заданий — всё чтение проходит в рамках занятия, без необходимости дополнительно готовиться.

.

Интерактивный формат — книги оживают через обсуждения, творческие задания, мини-квесты и онлайн-доски с заметками.

.

Опытные педагоги — занятия ведут филологи и литераторы, умеющие вдохновить и заинтересовать детей.

.

Этот клуб — не просто про книги, а про умение рассуждать, фантазировать и наслаждаться чтением!

.

Что на пробном уроке?

.

Ребёнок познакомится с форматом занятий, прочтёт отрывок из книги и попробует обсудить его в группе, выражая своё мнение и эмоции. После урока тренер задержится с ним, чтобы поговорить";1;1;1;1;Нет;;Да;;Групповые занятия;visible;;ru;ru;
3ndSKzMefBcbGaSP6;Книжный клуб для самых юных;Скрипченко Татьяна;rKRmC3jG2mjbuarwB;5;7;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Покажем ребёнку, что чтение может быть увлекательным, интересным. Научим обсуждать прочитанное и делиться впечатлениями!";https://itgen.io/knizhnyj-klub;https://itgen.io/knizhnyj-klub;;"[#книжный-клуб](https://itgenio.slack.com/archives/C08AL21Q4QG)

МОЖНО ЗАПИСЫВАТЬ ПРОБНИКОВ 5-7 ЛЕТ

.

[Важная информация про группы](https://www.notion.so/33db7209aaff40f887b9413fc57a0886?source=copy_link)[. .](https://gravel-steel-71f.notion.site/18a287b4422a80f08865cd2822382fe1?pvs=4)

Чему научим?

.

Покажем ребёнку, что чтение — это увлекательно! Научим обсуждать книги, делиться впечатлениями и выражать мысли. Ребёнок разовьёт воображение, критическое мышление и научится видеть глубину в литературе.

.

Особенности в обучении?

.

Развитие любви к чтению — помогаем детям погрузиться в мир книг, показать, что это не скучно, а захватывающе.

.

Обсуждения и рефлексия — каждые 5-10 минут тренер задаёт вопросы и даёт творческие задания, помогая детям глубже осмыслить текст.

.

Мини-группы по возрасту — дети читают и общаются со сверстниками, что создаёт комфортную атмосферу и вовлечённость.

.

Без домашних заданий — всё чтение проходит в рамках занятия, без необходимости дополнительно готовиться.

.

Интерактивный формат — книги оживают через обсуждения, творческие задания, мини-квесты и онлайн-доски с заметками.

.

Опытные педагоги — занятия ведут филологи и литераторы, умеющие вдохновить и заинтересовать детей.

.

Этот клуб — не просто про книги, а про умение рассуждать, фантазировать и наслаждаться чтением!

.

Что на пробном уроке?

.

Ребёнок познакомится с форматом занятий, прочтёт отрывок из книги и попробует обсудить его в группе, выражая своё мнение и эмоции. После урока тренер задержится с ним, чтобы поговорить";1;1;1;1;Нет;;Да;;Групповые занятия;visible;;ru;ru;
tiCMv2KeGpwQcZdtY;Книжный клуб: юные читатели;Скрипченко Татьяна;rKRmC3jG2mjbuarwB;8;10;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Покажем ребёнку, что чтение может быть увлекательным, интересным. Научим обсуждать прочитанное и делиться впечатлениями!";https://itgen.io/knizhnyj-klub;https://itgen.io/knizhnyj-klub;;"[#книжный-клуб](https://itgenio.slack.com/archives/C08AL21Q4QG)

МОЖНО ЗАПИСЫВАТЬ ПРОБНИКОВ 8-10 ЛЕТ

.

[Важная информация про группы.](https://www.notion.so/33db7209aaff40f887b9413fc57a0886?source=copy_link)

.

**Чему научим?**

.

Покажем ребёнку, что чтение — это увлекательно! Научим обсуждать книги, делиться впечатлениями и выражать мысли. Ребёнок разовьёт воображение, критическое мышление и научится видеть глубину в литературе.

.

**Особенности в обучении?**

.

Развитие любви к чтению — помогаем детям погрузиться в мир книг, показать, что это не скучно, а захватывающе.

.

Обсуждения и рефлексия — каждые 5-10 минут тренер задаёт вопросы и даёт творческие задания, помогая детям глубже осмыслить текст.

.

Мини-группы по возрасту — дети читают и общаются со сверстниками, что создаёт комфортную атмосферу и вовлечённость.

.

Без домашних заданий — всё чтение проходит в рамках занятия, без необходимости дополнительно готовиться.

.

Интерактивный формат — книги оживают через обсуждения, творческие задания, мини-квесты и онлайн-доски с заметками.

.

Опытные педагоги — занятия ведут филологи и литераторы, умеющие вдохновить и заинтересовать детей.

.

Этот клуб — не просто про книги, а про умение рассуждать, фантазировать и наслаждаться чтением!

.

**Что на пробном уроке?**

.

Ребёнок познакомится с форматом занятий, прочтёт отрывок из книги и попробует обсудить его в группе, выражая своё мнение и эмоции. После урока тренер задержится с ним, чтобы поговорить

.";1;1;1;1;Нет;;Да;;Групповые занятия;visible;;ru;ru;
26;Компьютерная грамотность;Костюкович Ксения;67NcR63M7eKrE7jZ8;8;;Доступно;2;;;"Windows, MacOS";;;"Индивидуально-групповой, Индивидуальный";"На курсе мы научим тебя крутым фишкам: от секретных горячих клавиш до создания видео и работы с нейросетями. Ты сможешь сам делать презентации, от которых учителя будут в восторге, и узнаешь, как устроен цифровой мир изнутри.";https://itgen.io/programmirovanie/computer-gramotnost;https://itgen.io/computer-skills-gena;;"[#кг](https://itgenio.slack.com/archives/C010ETMV36E)

**ВАЖНО:**

*   если запрос на КГ и ребенок старше 8 лет, то отправляем его на КГ. формат ИФ/ИГФ рекомендует тренер после пробного
*   если запрос на КГ и ребенок младше 8, то отправляем его на ЮП. формат ИФ/ИГФ рекомендует тренер после пробного (здесь еще в идеале оставить заметку тренеру, чтобы давали упражнения по КГ из модуля по КГ)

.

[Визитка направления.](https://editor.itgen.io/editor/Z7us_aYWvm4VY8)

💻 Компьютерная грамотность

(Ключевые слова для поиска: кг, офис)

.

Компьютерная грамотность — это «права на вождение» в цифровом мире. Мы учим ребёнка превращать компьютер из «игровой приставки» в мощный инструмент для учёбы. Вместо того чтобы просто «сидеть в интернете», ребёнок учится созидать: оформлять мысли в тексты, данные — в таблицы, а идеи — в презентации.

.

**Почему это актуально именно сейчас**

*   Школа без слёз и стресса. Рефераты, доклады и презентации перестают быть проблемой для всей семьи. Ребёнок сам знает, как оформить текст, найти информацию и отправить файл учителю.
*   Цифровая безопасность и гигиена. Мир интернета полон ловушек. Мы учим отличать полезный софт от вирусов, создавать сложные пароли и понимать правила поведения в сети.
*   Порядок в делах и файлах. Умение структурировать информацию (папки, облачные хранилища, логика хранения данных) — это навык, который развивает системное мышление и дисциплину.
*   Современный инструментарий. Мы знакомим с актуальными сервисами: от Google-документов до основ работы с нейросетями (как вспомогательным инструментом) и простыми видеоредакторами. Это делает ребёнка «своим» в технологичной среде.

**🎓 Чему научим:**

*   Уверенное владение «железом»: работа с мышкой, клавиатурой, быстрая печать и горячие клавиши.
*   Работа с информацией: поиск в браузере, безопасное скачивание, работа с архивами и VPN.
*   Офисный пакет (Microsoft или Google): создание документов, работа с формулами в таблицах, оформление стильных презентаций.
*   Облачные сервисы: хранение файлов и совместная работа над проектами онлайн.

**🧪 Что на пробном уроке?**

Тренер проверяет текущие навыки: как ребёнок пользуется браузером, знает ли базу. В процессе ученик выполняет небольшое практическое задание (например, находит и сохраняет информацию для своего первого проекта). По итогу тренер строит план обучения: от базовых кнопок до уверенного владения «офисом».

.

**🎯 Что получит ребёнок:**

*   Самостоятельность: родителям больше не нужно помогать с «технической частью» уроков.
*   Цифровое портфолио: готовые проекты (презентации, доклады), созданные по всем стандартам.
*   Навыки для будущего: эта база позволит в разы быстрее осваивать программирование, дизайн или любое другое IT-направление.
*   Уверенность: ребёнок чувствует себя профи, когда может сам установить программу или настроить компьютер.

**🚀 Дальнейшие шаги:**

КГ — это идеальный фундамент. После него ребёнок может осознанно выбрать любое направление в нашей школе, которое соответствует его возрасту.

**⏱ Длительность курса:**

*   Базовый уровень: 10–20 часов.
*   Углубленный уровень: 20–50 часов.

Направление КГ для возраста 6–9 лет доступно только в индивидуальном формате (ИФ).";0.9;0.9;1;1.1;Нет;;Да;;Развитие личности;visible;;"ru, en, fr, he, de, es";"ru, en, es";
2sngXXBGtXRBG8Z8d;Корейский язык;Чен Евгения;SKsRNamBuxyMArXrM;8;;Доступно;1;;;"Windows, MacOS, Linux, ChromeOS";;;Индивидуальный;"Курс корейского языка с нуля для начинающих. С первого урока учим корейский алфавит, практикуем говорение, чтение и изучаем грамматику. Уровни: А0-А2.";https://itgen.io/kursy-inostrannyh-yazykov-dlya-detey/korejskij-yazyk;https://itgen.io/kursy-inostrannyh-yazykov-dlya-detey/korejskij-yazyk;;"**По вопросам записи на направление обращаться в чат к Евгении Чен:** [https://itgenio.slack.com/archives/C09LEMTS2UF](https://itgenio.slack.com/archives/C09LEMTS2UF)

**Брошюра направления для родителей:** [https://drive.google.com/file/d/1YXpueCh9yFGLcCn0PLTV1Ocf5Muk3RsG/view?usp=sharing](https://drive.google.com/file/d/1YXpueCh9yFGLcCn0PLTV1Ocf5Muk3RsG/view?usp=sharing)

**Чему научим?**

Научим правильно произносить звуки корейского языка, читать и писать алфавит Хангыль, понимать основы грамматики и строить простые предложения. Поможем освоить базовые фразы для повседневного общения и познакомим с культурой Кореи. На уровне A0–A2 ученик сможет здороваться, представляться, рассказывать о себе, задавать и отвечать на простые вопросы.

**Особенности в обучении**

На первых занятиях много внимания уделяется фонетике и письму, ведь корейский алфавит Хангыль имеет свои особенности, но изучается достаточно быстро. Далее мы переходим к базовой грамматике и разговорам в бытовых ситуациях. Материал закрепляется с помощью игр, диалогов, интерактивных упражнений и обсуждения современных сюжетов из корейской культуры.

**Что на пробном уроке?**

Определим цели и уровень. Если ученик только начинает, познакомимся с корейским алфавитом Хангыль, выучим базовые приветствия и узнаем, как строятся простые фразы.

**Результат в конце курса**

К концу курса ученик сможет читать и писать по-корейски, понимать простую речь на слух, поддерживать бытовой диалог, рассказывать о себе, своей семье и интересах. Познакомится с традициями и культурой Кореи, освоит основы этикета общения и почувствует уверенность в речи.

**Вау-эффект**

Корейский язык — это не только практика речи, но и развитие внимания, логики и слуха. Знакомство с Хангыль тренирует память, а изучение культуры делает занятия вдохновляющими. Мы используем игры, визуальные карточки, видео и яркие примеры из жизни, чтобы учиться легко и с удовольствием.";1;1;1.2;1;Нет;;Да;;Иностранные языки;visible;;ru;ru;
kkXtcibqjWqwX4gjw;Креативное мышление;Бобкова Наталья;ywqNgcfBqasmhPPpf;10;;invisibly;1;;;"Windows, MacOS, Linux, ChromeOS";;;"Индивидуальный, Групповой";"Разовьём воображение и научимся использовать его для создания собственных креативных проектов,  придумывать идеи с помощью креативных техник";https://itgen.io/kreativnoe-intensiv;https://itgen.io/kreativnoe-intensiv;;".

ЗАПИСЫВАЕМ ТОЛЬКО НА ГРУППЫ. На ИФ креативное и критическое мышление записываем на Soft skills 

.

[Визитка направления](https://editor.itgen.io/editor/XH2Dl5pbzZpoYh).

Подходит для ребят, которые хотят развивать свои когнитивные навыки: улучшать способность к анализу, развивать навыки принятия взвешенных решений, прокачать креативное мышление для решения проблемных ситуаций в учебе и в будущей карьере.

.

1\. Ребенок освоит 3 уникальные техники на оригинальность мышления, научится генерировать идеи для школьных проектов и своих социальных сетей

2\. Научится критически мыслить и анализировать, используя специальные техники, чтобы прийти к глубокому пониманию проблем и находить эффективные решения.

3\. Узнает что такое “когнитивные искажения” и научится смотреть на события под другим углом.

4\. Научится задавать качественные вопросы, чтобы расширить мыслительные границы и находить новые решения.

.

Креативное и критическое мышление (2 блока):

.

Креативное мышление (14 занятий) - ребенок научиться работать над развитием фантазии и воображения, находить новые идеи, потренируемся в создании собственных креативных проектов;

.

Критическое мышление (12 занятий) - ребенок научиться выходить за рамки стереотипов и не бояться быть уникальным, оценивать чужие суждения и делать выводы.";1;1;1;1;Нет;;;;Групповые занятия;invisibly;;ru;;
u24cDkB9uyLaubs6i;Критическое мышление;Бобкова Наталья;ywqNgcfBqasmhPPpf;11;;onlyAdmin;1;;;"Windows, MacOS, Linux, ChromeOS";;;Групповой;"Научимся критически мыслить, анализировать информацию и узнаем, как никогда не попадаться на чужие уловки и формировать собственное мнение.";https://itgen.io/kriticheskoe-mishleniye;;;"ЗАПИСЫВАЕМ ТОЛЬКО НА ГРУППЫ. На ИФ критическое мышление записываем на Soft skills

.

[Визитка направления.](https://editor.itgen.io/editor/XH2Dl5pbzZpoYh)

Подходит для ребят, которые хотят развивать свои когнитивные навыки: улучшать способность к анализу, развивать навыки принятия взвешенных решений, прокачать креативное мышление для решения проблемных ситуаций в учебе и в будущей карьере.

.

1\. Научится критически мыслить и анализировать, используя специальные техники, чтобы прийти к глубокому пониманию проблем и находить эффективные решения.

3\. Узнает что такое “когнитивные искажения” и научится смотреть на события под другим углом.

4\. Научится задавать качественные вопросы, чтобы расширить мыслительные границы и находить новые решения.

.

Критическое мышление (12 занятий) - ребенок научиться выходить за рамки стереотипов и не бояться быть уникальным, оценивать чужие суждения и делать выводы.";1;1;1;1;Нет;;;;Групповые занятия;onlyAdmin;;ru;ru;
